Id,Weekly_Sales
1_5_2013-03-15,26126.281118641553
1_5_2013-03-22,24303.113604227376
1_5_2013-03-29,23387.237008955846
1_5_2013-04-05,26903.10897304166
1_5_2013-04-12,20325.629174933423
1_5_2013-04-19,16489.79365406785
1_5_2013-04-26,17564.649228049453
1_5_2013-05-03,19597.784281829263
1_5_2013-05-10,18770.180788940226
1_5_2013-05-17,17535.257129135432
1_5_2013-05-24,19465.616722515213
1_5_2013-05-31,19011.945335075332
1_5_2013-06-07,22556.127596604645
1_5_2013-06-14,22324.305098827546
1_5_2013-06-21,21952.598196366733
1_5_2013-06-28,20697.10865791348
1_5_2013-07-05,20812.214642468527
1_5_2013-07-12,17049.699512060946
1_5_2013-07-19,17083.342782100433
1_5_2013-07-26,16728.325861678884
1_6_2012-11-02,3908.103754236062
1_6_2012-11-09,3414.9866442674947
1_6_2012-11-16,3529.515002346924
1_6_2012-11-23,14042.18208361967
1_6_2012-11-30,15886.149046744078
1_6_2012-12-07,5689.346997893908
1_6_2012-12-14,7928.953504668541
1_6_2012-12-21,14949.339567268938
1_6_2012-12-28,7210.601023551921
1_6_2013-01-04,3216.4173932643434
1_6_2013-01-11,2553.479193315344
1_6_2013-01-18,2631.6552820023044
1_6_2013-01-25,2613.5507751317614
1_6_2013-02-01,3698.3894981320263
1_6_2013-02-08,5072.5050168769185
1_6_2013-02-15,5299.835215933856
1_6_2013-02-22,3664.914848860046
1_6_2013-03-01,4026.099728892683
1_6_2013-03-08,4147.162271048827
1_6_2013-03-15,3940.4115622040963
1_6_2013-03-22,3487.408255918729
1_6_2013-03-29,4253.806882097876
1_6_2013-04-05,4489.522163037011
1_6_2013-04-12,3859.0216326937543
1_6_2013-04-19,3542.0703324707383
1_6_2013-04-26,3725.2296329194487
1_6_2013-05-03,4575.8199021564415
1_6_2013-05-10,4217.583302074404
1_6_2013-05-17,4772.065687981474
1_6_2013-05-24,4657.253935743939
1_6_2013-05-31,5089.971132176684
1_6_2013-06-07,4103.089489457723
1_6_2013-06-14,3841.2605804155064
1_6_2013-06-21,4007.7117313441668
1_6_2013-06-28,4103.2783948814385
1_6_2013-07-05,3983.81453191518
1_6_2013-07-12,2740.1487389752383
1_6_2013-07-19,3134.8351258030907
1_6_2013-07-26,2878.0911522553924
1_7_2012-11-02,22504.825316242404
1_7_2012-11-09,25660.603172458326
1_7_2012-11-16,24892.941687162307
1_7_2012-11-23,64183.89672741237
1_7_2012-11-30,56830.03550774161
1_7_2012-12-07,48123.73251139313
1_7_2012-12-14,66928.6177942644
1_7_2012-12-21,126810.36917694946
1_7_2012-12-28,35507.208635937095
1_7_2013-01-04,13010.66513505512
1_7_2013-01-11,10854.090821987156
1_7_2013-01-18,11262.21433934783
1_7_2013-01-25,10937.096112454365
1_7_2013-02-01,16033.809250836333
1_7_2013-02-08,21077.265701066142
1_7_2013-02-15,19166.65777363049
1_7_2013-02-22,19135.315722337444
1_7_2013-03-01,18310.058737818683
1_7_2013-03-08,19299.092321407392
1_7_2013-03-15,19994.967044300578
1_7_2013-03-22,20069.477953982576
1_7_2013-03-29,21514.746043877214
1_7_2013-04-05,25994.778852954114
1_7_2013-04-12,21753.179255590003
1_7_2013-04-19,19924.13858175946
1_7_2013-04-26,20065.793479751523
1_7_2013-05-03,22633.022792588243
1_7_2013-05-10,22360.77254390252
1_7_2013-05-17,20788.737920369622
1_7_2013-05-24,26805.612231728122
1_7_2013-05-31,27591.928635180535
1_7_2013-06-07,30969.165509990937
1_7_2013-06-14,26471.251447601328
1_7_2013-06-21,26467.74984877109
1_7_2013-06-28,26634.88128267065
1_7_2013-07-05,27409.16975232699
1_7_2013-07-12,18701.572093578336
1_7_2013-07-19,18025.820104256603
1_7_2013-07-26,16560.88769132329
1_8_2012-11-02,40206.65715427266
1_8_2012-11-09,39497.486048873856
1_8_2012-11-16,37171.2096401667
1_8_2012-11-23,33343.73956145707
1_8_2012-11-30,36042.867187553726
1_8_2012-12-07,40197.34124012232
1_8_2012-12-14,36657.75080596147
1_8_2012-12-21,41692.263172002444
1_8_2012-12-28,34158.84702267291
1_8_2013-01-04,34950.42543969927
1_8_2013-01-11,33981.617917788724
1_8_2013-01-18,33946.31772202692
1_8_2013-01-25,33655.32167753096
1_8_2013-02-01,36880.497300903466
1_8_2013-02-08,39966.878047032864
1_8_2013-02-15,38003.24943908826
1_8_2013-02-22,36300.96487613948
1_8_2013-03-01,37657.087405168735
1_8_2013-03-08,37803.48550563554
1_8_2013-03-15,36536.89414715694
1_8_2013-03-22,35352.815172834074
1_8_2013-03-29,37346.70891041119
1_8_2013-04-05,40131.197182306045
1_8_2013-04-12,36213.797920250974
1_8_2013-04-19,36404.41203947462
1_8_2013-04-26,36244.23351983645
1_8_2013-05-03,39094.442576037975
1_8_2013-05-10,37592.08272371225
1_8_2013-05-17,36586.336316711946
1_8_2013-05-24,37617.56325819466
1_8_2013-05-31,39422.796113219694
1_8_2013-06-07,39911.28411773297
1_8_2013-06-14,37077.21319429195
1_8_2013-06-21,36537.158150277195
1_8_2013-06-28,36925.48428806251
1_8_2013-07-05,39663.0240778666
1_8_2013-07-12,35320.90865249687
1_8_2013-07-19,36218.670320907404
1_8_2013-07-26,35855.784199655
1_9_2012-11-02,37609.604346732434
1_9_2012-11-09,34379.5498676945
1_9_2012-11-16,28854.241135797107
1_9_2012-11-23,41007.68306479493
1_9_2012-11-30,37477.650657327475
1_9_2012-12-07,30353.341210041406
1_9_2012-12-14,32259.6718339852
1_9_2012-12-21,44417.64064574371
1_9_2012-12-28,32280.754262675146
1_9_2013-01-04,18963.304740940323
1_9_2013-01-11,16297.337466459052
1_9_2013-01-18,15996.766106570874
1_9_2013-01-25,15780.82694700178
1_9_2013-02-01,20154.056414300438
1_9_2013-02-08,22361.27187322697
1_9_2013-02-15,21248.771721775174
1_9_2013-02-22,24153.565772187147
1_9_2013-03-01,29215.199439569038
1_9_2013-03-08,30275.561199837823
1_9_2013-03-15,33591.859746822985
1_9_2013-03-22,32488.605797547054
1_9_2013-03-29,36390.99520567467
1_9_2013-04-05,35642.35204860726
1_9_2013-04-12,32513.528394983157
1_9_2013-04-19,30065.854096016268
1_9_2013-04-26,29155.76570684177
1_9_2013-05-03,30693.41221053306
1_9_2013-05-10,29106.072719128406
1_9_2013-05-17,27915.101598902947
1_9_2013-05-24,29626.291921613072
1_9_2013-05-31,34780.88838749625
1_9_2013-06-07,31958.27104524261
1_9_2013-06-14,28242.162470439678
1_9_2013-06-21,27829.402005617972
1_9_2013-06-28,28712.35358110717
1_9_2013-07-05,29070.549411395456
1_9_2013-07-12,21167.15912093594
1_9_2013-07-19,22007.703902589215
1_9_2013-07-26,22634.298217481875
1_10_2012-11-02,32522.569603096985
1_10_2012-11-09,32236.063476350566
1_10_2012-11-16,28094.40225853733
1_10_2012-11-23,31085.53124130712
1_10_2012-11-30,31387.13271368088
1_10_2012-12-07,33035.75477739438
1_10_2012-12-14,31494.636646041476
1_10_2012-12-21,32248.913935853998
1_10_2012-12-28,28152.780648904776
1_10_2013-01-04,28526.51514039029
1_10_2013-01-11,26121.660287590545
1_10_2013-01-18,26612.82923925898
1_10_2013-01-25,26066.26572025344
1_10_2013-02-01,30713.1064994703
1_10_2013-02-08,36933.90992750603
1_10_2013-02-15,35873.677153871904
1_10_2013-02-22,34178.60110461589
1_10_2013-03-01,34412.40588310597
1_10_2013-03-08,34820.06225150464
1_10_2013-03-15,34565.8225026163
1_10_2013-03-22,34045.158567074184
1_10_2013-03-29,37501.18555078792
1_10_2013-04-05,34763.221271920156
1_10_2013-04-12,32058.60896863271
1_10_2013-04-19,31129.671057113945
1_10_2013-04-26,30073.28264707757
1_10_2013-05-03,33887.53012792069
1_10_2013-05-10,32612.46507845904
1_10_2013-05-17,30575.05179456376
1_10_2013-05-24,31738.26744951879
1_10_2013-05-31,34952.100375729955
1_10_2013-06-07,34583.34156682746
1_10_2013-06-14,32053.471416612578
1_10_2013-06-21,31916.407907537454
1_10_2013-06-28,33599.67053960258
1_10_2013-07-05,35162.81695626915
1_10_2013-07-12,30200.09450028763
1_10_2013-07-19,30331.590068893678
1_10_2013-07-26,30561.29970854539
1_11_2012-11-02,25757.56283471042
1_11_2012-11-09,25836.34178100805
1_11_2012-11-16,21900.902176659445
1_11_2012-11-23,28757.164273736187
1_11_2012-11-30,28883.42611138112
1_11_2012-12-07,36404.562295494114
1_11_2012-12-14,30459.21844479483
1_11_2012-12-21,30392.086849519983
1_11_2012-12-28,26216.1026208928
1_11_2013-01-04,25018.17365443911
1_11_2013-01-11,23549.574877023348
1_11_2013-01-18,21318.327070721825
1_11_2013-01-25,20219.730527151616
1_11_2013-02-01,21892.831638478572
1_11_2013-02-08,24869.10961337858
1_11_2013-02-15,22993.692915570813
1_11_2013-02-22,21934.880195706763
1_11_2013-03-01,22737.803883896697
1_11_2013-03-08,23788.849872804472
1_11_2013-03-15,24045.6454075737
1_11_2013-03-22,23739.131946857644
1_11_2013-03-29,27515.621822673547
1_11_2013-04-05,26338.54199719115
1_11_2013-04-12,23954.234334011337
1_11_2013-04-19,22306.05282251453
1_11_2013-04-26,22965.344289326942
1_11_2013-05-03,28402.901439059253
1_11_2013-05-10,27277.575043420875
1_11_2013-05-17,22901.58818326767
1_11_2013-05-24,27440.90454464035
1_11_2013-05-31,33344.42199919631
1_11_2013-06-07,32760.186449550325
1_11_2013-06-14,30537.23963276482
1_11_2013-06-21,30105.143366014403
1_11_2013-06-28,37207.42374273062
1_11_2013-07-05,33233.75361672206
1_11_2013-07-12,27531.89933481252
1_11_2013-07-19,26580.621800066096
1_11_2013-07-26,28468.788412115617
1_12_2012-11-02,10168.665003381455
1_12_2012-11-09,9827.617226886092
1_12_2012-11-16,9427.532653058395
1_12_2012-11-23,8331.314046511694
1_12_2012-11-30,8708.30770911115
1_12_2012-12-07,8998.960611521463
1_12_2012-12-14,8146.3503180882835
1_12_2012-12-21,7624.914088375728
1_12_2012-12-28,8228.118710651706
1_12_2013-01-04,8222.743266917356
1_12_2013-01-11,8023.428851972694
1_12_2013-01-18,8587.705286010594
1_12_2013-01-25,8638.397596034527
1_12_2013-02-01,9609.714589172689
1_12_2013-02-08,10269.191301701288
1_12_2013-02-15,10030.664878288479
1_12_2013-02-22,10795.613579346762
1_12_2013-03-01,10991.472272214596
1_12_2013-03-08,11661.967369832735
1_12_2013-03-15,11948.945136398032
1_12_2013-03-22,11560.678750047879
1_12_2013-03-29,12181.535200441278
1_12_2013-04-05,11827.087090137644
1_12_2013-04-12,11192.443090581779
1_12_2013-04-19,11449.411353559179
1_12_2013-04-26,11170.39604625135
1_12_2013-05-03,12218.423023374064
1_12_2013-05-10,11875.398560556387
1_12_2013-05-17,11080.271022947327
1_12_2013-05-24,11468.480623523412
1_12_2013-05-31,11973.151684173996
1_12_2013-06-07,12061.489585257023
1_12_2013-06-14,11474.992539976489
1_12_2013-06-21,11499.428559218888
1_12_2013-06-28,11762.644343216865
1_12_2013-07-05,12339.51468552263
1_12_2013-07-12,10975.226183278628
1_12_2013-07-19,11379.555614352179
1_12_2013-07-26,11407.049617808858
1_13_2012-11-02,40382.53499390974
1_13_2012-11-09,38544.75797887925
1_13_2012-11-16,36335.96122494756
1_13_2012-11-23,36105.805295081416
1_13_2012-11-30,37098.89737703435
1_13_2012-12-07,38935.77127064851
1_13_2012-12-14,34598.385048677424
1_13_2012-12-21,35390.59189759535
1_13_2012-12-28,34394.17421305711
1_13_2013-01-04,38983.087796718726
1_13_2013-01-11,37188.94914040464
1_13_2013-01-18,36819.42663432227
1_13_2013-01-25,35027.38593078773
1_13_2013-02-01,38885.68715250653
1_13_2013-02-08,42082.59908953782
1_13_2013-02-15,39147.88419541031
1_13_2013-02-22,39377.83898132649
1_13_2013-03-01,42070.24497224671
1_13_2013-03-08,42432.60694582087
1_13_2013-03-15,38943.66972826262
1_13_2013-03-22,37649.51864456998
1_13_2013-03-29,39964.008663188535
1_13_2013-04-05,42793.73053432054
1_13_2013-04-12,37682.26874613527
1_13_2013-04-19,38464.11250341407
1_13_2013-04-26,36921.66724617573
1_13_2013-05-03,42618.694904300406
1_13_2013-05-10,39704.191052078415
1_13_2013-05-17,38627.902542638796
1_13_2013-05-24,38391.05886975148
1_13_2013-05-31,42266.7397473448
1_13_2013-06-07,42156.11509733781
1_13_2013-06-14,38431.66014709736
1_13_2013-06-21,38880.729853780096
1_13_2013-06-28,40263.79204621159
1_13_2013-07-05,43503.19642416232
1_13_2013-07-12,38049.22058635028
1_13_2013-07-19,38643.95525479293
1_13_2013-07-26,38087.64738123765
1_14_2012-11-02,14085.443269100946
1_14_2012-11-09,14402.002696896765
1_14_2012-11-16,15626.485332042761
1_14_2012-11-23,39504.7985039579
1_14_2012-11-30,33563.0708540516
1_14_2012-12-07,19774.513320878978
1_14_2012-12-14,23353.91393643213
1_14_2012-12-21,38676.69708868414
1_14_2012-12-28,22437.304587526516
1_14_2013-01-04,15036.729956489773
1_14_2013-01-11,14441.814630414356
1_14_2013-01-18,14080.714570608168
1_14_2013-01-25,13161.43622763665
1_14_2013-02-01,15353.261350087054
1_14_2013-02-08,19094.362755653707
1_14_2013-02-15,18200.672609680856
1_14_2013-02-22,16482.169567340665
1_14_2013-03-01,17087.78754353526
1_14_2013-03-08,17130.051889301496
1_14_2013-03-15,14256.305015276796
1_14_2013-03-22,13346.312635055398
1_14_2013-03-29,14584.76013227315
1_14_2013-04-05,16096.145048707975
1_14_2013-04-12,14348.773255381502
1_14_2013-04-19,14042.848599004412
1_14_2013-04-26,13682.727868368207
1_14_2013-05-03,15698.36532169591
1_14_2013-05-10,15936.860316471371
1_14_2013-05-17,15079.254683052039
1_14_2013-05-24,14264.219647535117
1_14_2013-05-31,14882.970435449264
1_14_2013-06-07,15640.569336646804
1_14_2013-06-14,14245.302428031244
1_14_2013-06-21,14035.312610075787
1_14_2013-06-28,14653.142772352527
1_14_2013-07-05,16013.781505248266
1_14_2013-07-12,13118.463664245754
1_14_2013-07-19,12922.187071855004
1_14_2013-07-26,12677.485684208816
1_16_2012-11-02,7951.516886067284
1_16_2012-11-09,6523.613941275588
1_16_2012-11-16,6234.426713173267
1_16_2012-11-23,8544.279863226682
1_16_2012-11-30,7791.8550976833685
1_16_2012-12-07,5576.148955566753
1_16_2012-12-14,5316.843191299004
1_16_2012-12-21,5833.281989379456
1_16_2012-12-28,6197.1653819998
1_16_2013-01-04,5995.623470273528
1_16_2013-01-11,5927.835326431295
1_16_2013-01-18,6768.716365090709
1_16_2013-01-25,7239.827280525413
1_16_2013-02-01,10179.977146566953
1_16_2013-02-08,13532.369704311843
1_16_2013-02-15,14338.296196750134
1_16_2013-02-22,19782.266518507146
1_16_2013-03-01,27331.698668136298
1_16_2013-03-08,33555.501950898746
1_16_2013-03-15,41651.02538713059
1_16_2013-03-22,42374.58307531788
1_16_2013-03-29,46932.96953751377
1_16_2013-04-05,47683.58997936272
1_16_2013-04-12,46510.39896851286
1_16_2013-04-19,42902.22741867324
1_16_2013-04-26,43017.69684364718
1_16_2013-05-03,43708.923650112396
1_16_2013-05-10,41689.976935025574
1_16_2013-05-17,38130.96951221342
1_16_2013-05-24,39691.29775517889
1_16_2013-05-31,42312.39527267111
1_16_2013-06-07,37933.42202615268
1_16_2013-06-14,35008.23332848805
1_16_2013-06-21,35651.274478017156
1_16_2013-06-28,37043.05016205226
1_16_2013-07-05,36534.98061737357
1_16_2013-07-12,25333.17596892305
1_16_2013-07-19,24519.600111416894
1_16_2013-07-26,21235.671574065258
1_17_2012-11-02,8073.2637623844275
1_17_2012-11-09,8072.5414438685275
1_17_2012-11-16,8133.838899563158
1_17_2012-11-23,12895.74351402857
1_17_2012-11-30,11750.30899244066
1_17_2012-12-07,10144.109660468317
1_17_2012-12-14,10911.586375320054
1_17_2012-12-21,14528.414063982344
1_17_2012-12-28,10805.032298072241
1_17_2013-01-04,8168.076590519273
1_17_2013-01-11,8225.08898968296
1_17_2013-01-18,8168.773699502521
1_17_2013-01-25,7746.527451388531
1_17_2013-02-01,9435.853750266167
1_17_2013-02-08,11476.249295484715
1_17_2013-02-15,10989.469614392869
1_17_2013-02-22,10724.633608159545
1_17_2013-03-01,10105.146580127936
1_17_2013-03-08,10374.813603336164
1_17_2013-03-15,9397.96786698704
1_17_2013-03-22,8475.42462828943
1_17_2013-03-29,8485.957228770258
1_17_2013-04-05,9295.05461916941
1_17_2013-04-12,8161.739386098376
1_17_2013-04-19,8229.39514156495
1_17_2013-04-26,7903.880087667329
1_17_2013-05-03,8577.206284495458
1_17_2013-05-10,8880.071926547833
1_17_2013-05-17,8603.189259439509
1_17_2013-05-24,7845.922754990042
1_17_2013-05-31,8118.544377786886
1_17_2013-06-07,8689.630838400833
1_17_2013-06-14,7749.562153376988
1_17_2013-06-21,7913.128051358432
1_17_2013-06-28,7859.528252851393
1_17_2013-07-05,8668.165182930079
1_17_2013-07-12,7635.906930582314
1_17_2013-07-19,8066.493653234749
1_17_2013-07-26,8239.466347758802
1_18_2012-11-02,11906.890036532084
1_18_2012-11-09,10290.177566484843
1_18_2012-11-16,11972.353877156935
1_18_2012-11-23,32841.947720305936
1_18_2012-11-30,34970.82395564451
1_18_2012-12-07,49583.96187904265
1_18_2012-12-14,42967.465757892096
1_18_2012-12-21,31016.161744088316
1_18_2012-12-28,20860.070855787897
1_18_2013-01-04,4420.793901721602
1_18_2013-01-11,3868.9994405841935
1_18_2013-01-18,2164.6835432021417
1_18_2013-01-25,1864.3586686110884
1_18_2013-02-01,2937.81883824488
1_18_2013-02-08,10735.300146906799
1_18_2013-02-15,18958.065310210437
1_18_2013-02-22,1820.8172235604675
1_18_2013-03-01,1100.3700475174319
1_18_2013-03-08,1359.1439023761186
1_18_2013-03-15,1431.0545460505423
1_18_2013-03-22,7597.454860919079
1_18_2013-03-29,3320.4804379678335
1_18_2013-04-05,9783.84411571074
1_18_2013-04-12,4261.846763403179
1_18_2013-04-19,435.6488172832453
1_18_2013-04-26,-23.122690674601017
1_18_2013-05-03,44.42534180751363
1_18_2013-05-10,39.301043993181565
1_18_2013-05-17,-4.592598955771791
1_18_2013-05-24,-40.57479273158265
1_18_2013-06-07,44.542539079593325
1_18_2013-07-05,49.20477341452147
1_19_2012-11-02,1126.5815154351785
1_19_2012-11-09,1220.172682224652
1_19_2012-11-16,1176.7458774805295
1_19_2012-11-23,1195.555546856463
1_19_2012-11-30,1379.707018923119
1_19_2012-12-07,1416.9373514188455
1_19_2012-12-14,1445.9784406162526
1_19_2012-12-21,1528.2387473715885
1_19_2012-12-28,980.7516427959786
1_19_2013-01-04,903.5027837370428
1_19_2013-01-11,915.5863733110734
1_19_2013-01-18,823.907682851172
1_19_2013-01-25,850.4171156284985
1_19_2013-02-01,989.6337902704136
1_19_2013-02-08,1246.008543414322
1_19_2013-02-15,1224.0812358606827
1_19_2013-02-22,1324.2415757367098
1_19_2013-03-01,1039.6115756563272
1_19_2013-03-08,1259.9533228289797
1_19_2013-03-15,1149.5539437637458
1_19_2013-03-22,1101.7403566202634
1_19_2013-03-29,1221.182954304671
1_19_2013-04-05,1310.6547513166142
1_19_2013-04-12,1102.5265308556159
1_19_2013-04-19,1164.984469285213
1_19_2013-04-26,955.0924500263391
1_19_2013-05-03,1212.963266109417
1_19_2013-05-10,1320.4367198478426
1_19_2013-05-17,1209.126610294084
1_19_2013-05-24,1128.8552327869916
1_19_2013-05-31,1079.3651126353534
1_19_2013-06-07,1165.6948282954895
1_19_2013-06-14,1014.2492445325879
1_19_2013-06-21,1027.0175323538383
1_19_2013-06-28,982.8300186515626
1_19_2013-07-05,1037.753795342801
1_19_2013-07-12,974.875809883114
1_19_2013-07-19,1011.008734494666
1_19_2013-07-26,1059.4974087712067
1_20_2012-11-02,3267.542322696855
1_20_2012-11-09,3412.362472669388
1_20_2012-11-16,3165.935782774346
1_20_2012-11-23,5302.457085022031
1_20_2012-11-30,4152.654682562707
1_20_2012-12-07,3282.715768418794
1_20_2012-12-14,3511.358393768801
1_20_2012-12-21,3795.3930815536405
1_20_2012-12-28,3644.336129314126
1_20_2013-01-04,3851.4007465671993
1_20_2013-01-11,3873.5552781432334
1_20_2013-01-18,3714.6365869586643
1_20_2013-01-25,3665.7731068340345
1_20_2013-02-01,4306.829483888706
1_20_2013-02-08,5084.530267003409
1_20_2013-02-15,4710.6574657808715
1_20_2013-02-22,4751.965502506884
1_20_2013-03-01,5173.086432362293
1_20_2013-03-08,5352.804833755215
1_20_2013-03-15,4750.577716745866
1_20_2013-03-22,4089.4981421353605
1_20_2013-03-29,4331.1455177059115
1_20_2013-04-05,4249.243600784526
1_20_2013-04-12,3726.565291800397
1_20_2013-04-19,3901.985052345619
1_20_2013-04-26,3880.7123477377027
1_20_2013-05-03,4320.256686878387
1_20_2013-05-10,4322.328698496627
1_20_2013-05-17,4494.603487094147
1_20_2013-05-24,4707.042218703094
1_20_2013-05-31,4995.689072459429
1_20_2013-06-07,5178.463331311486
1_20_2013-06-14,4581.20977449815
1_20_2013-06-21,4639.423718477842
1_20_2013-06-28,4691.896378680267
1_20_2013-07-05,5399.074830745779
1_20_2013-07-12,4273.4345629592435
