Id,Weekly_Sales
1_2_2013-03-01,51243.73422614809
1_2_2013-03-08,49292.151372880144
1_2_2013-03-15,46522.38924692159
1_2_2013-03-22,45553.96671448124
1_2_2013-03-29,46352.68399746026
1_2_2013-04-05,50657.68166923844
1_2_2013-04-12,45208.281191868824
1_2_2013-04-19,45106.004987035434
1_2_2013-04-26,45451.186794434296
1_2_2013-05-03,49658.791763171896
1_2_2013-05-10,47730.49551391555
1_2_2013-05-17,45088.35192687551
1_2_2013-05-24,45504.26974804078
1_2_2013-05-31,46573.70940192624
1_2_2013-06-07,49288.049809133045
1_2_2013-06-14,45216.99781668807
1_2_2013-06-21,45660.009117957234
1_2_2013-06-28,45834.0493984001
1_2_2013-07-05,49149.19380911322
1_2_2013-07-12,45176.528248048715
1_2_2013-07-19,44870.754873321916
1_2_2013-07-26,45154.20894610295
1_3_2012-11-02,9586.504233755062
1_3_2012-11-09,9955.967038946486
1_3_2012-11-16,9809.173045894908
1_3_2012-11-23,9946.030168165831
1_3_2012-11-30,9700.849740250498
1_3_2012-12-07,12235.404417602964
1_3_2012-12-14,12696.262251246997
1_3_2012-12-21,13204.796401457605
1_3_2012-12-28,10467.839956066537
1_3_2013-01-04,13799.16457811473
1_3_2013-01-11,13561.524311787469
1_3_2013-01-18,12371.748279437112
1_3_2013-01-25,11150.064345298591
1_3_2013-02-01,12121.27402487186
1_3_2013-02-08,12129.302638743065
1_3_2013-02-15,10715.088374062307
1_3_2013-02-22,10628.182462622543
1_3_2013-03-01,11360.064960197187
1_3_2013-03-08,11385.38870907051
1_3_2013-03-15,8621.914214528666
1_3_2013-03-22,8266.391784955533
1_3_2013-03-29,8935.865047978652
1_3_2013-04-05,9712.380442944803
1_3_2013-04-12,9194.056700444295
1_3_2013-04-19,8551.182458312795
1_3_2013-04-26,8612.290086455887
1_3_2013-05-03,10298.5772706125
1_3_2013-05-10,9586.916850887455
1_3_2013-05-17,8314.409482898409
1_3_2013-05-24,8251.229301053094
1_3_2013-05-31,8131.9873688190255
1_3_2013-06-07,8203.159426951775
1_3_2013-06-14,7933.1225765946
1_3_2013-06-21,7432.481190086204
1_3_2013-06-28,7284.721981024528
1_3_2013-07-05,8269.597752511794
1_3_2013-07-12,12773.098599230363
1_3_2013-07-19,19161.269070282855
1_3_2013-07-26,21179.35757917074
1_4_2012-11-02,39635.96161487398
1_4_2012-11-09,38832.181766780144
1_4_2012-11-16,36297.33719360721
1_4_2012-11-23,45379.78763418768
1_4_2012-11-30,41113.67346635503
1_4_2012-12-07,38487.057982591024
1_4_2012-12-14,38779.79948122801
1_4_2012-12-21,43129.80642490933
1_4_2012-12-28,42077.86930501907
1_4_2013-01-04,40466.74092258216
1_4_2013-01-11,36058.28902918551
1_4_2013-01-18,34635.33855685968
1_4_2013-01-25,34128.10242789921
1_4_2013-02-01,39381.784315758676
1_4_2013-02-08,39604.85032687072
1_4_2013-02-15,36717.0207563707
1_4_2013-02-22,35474.64630014245
1_4_2013-03-01,39025.60439247617
1_4_2013-03-08,39459.76789238793
1_4_2013-03-15,37576.03138182194
1_4_2013-03-22,36517.85530948549
1_4_2013-03-29,37689.319135125115
1_4_2013-04-05,41141.41064321357
1_4_2013-04-12,36778.68819232711
1_4_2013-04-19,36303.35121833972
1_4_2013-04-26,36530.85459820123
1_4_2013-05-03,41749.58564952951
1_4_2013-05-10,39711.15036543211
1_4_2013-05-17,36472.094280818645
1_4_2013-05-24,37427.41223899177
1_4_2013-05-31,38208.9231217176
1_4_2013-06-07,41532.48614286294
1_4_2013-06-14,38417.05419936031
1_4_2013-06-21,37485.606268490046
1_4_2013-06-28,37180.756370925
1_4_2013-07-05,42822.98617770804
1_4_2013-07-12,37680.08282452988
1_4_2013-07-19,37421.559846131844
1_4_2013-07-26,36509.616216884126
1_5_2012-11-02,27652.037654364525
1_5_2012-11-09,28568.971543097905
1_5_2012-11-16,25833.888515503382
1_5_2012-11-23,63221.44894587659
1_5_2012-11-30,43065.28699763755
1_5_2012-12-07,36111.17181196729
1_5_2012-12-14,43997.6570882887
1_5_2012-12-21,60562.299065886175
1_5_2012-12-28,56480.45285449729
1_5_2013-01-04,23228.187205062502
1_5_2013-01-11,19252.09762601306
1_5_2013-01-18,19351.1215398068
1_5_2013-01-25,21587.463858852017
1_5_2013-02-01,30859.823696303265
1_5_2013-02-08,36225.548159406535
1_5_2013-02-15,40935.11372790365
1_5_2013-02-22,28801.72930474578
1_5_2013-03-01,28037.391171134863
1_5_2013-03-08,25792.939172751914
1_5_2013-03-15,26970.885277510566
1_5_2013-03-22,24783.618849157945
1_5_2013-03-29,24654.60847432149
1_5_2013-04-05,26812.135206789677
1_5_2013-04-12,18505.82331893276
1_5_2013-04-19,17431.31274858935
1_5_2013-04-26,17427.43284675222
1_5_2013-05-03,18091.423465506225
1_5_2013-05-10,17608.83207213717
1_5_2013-05-17,17453.5770747209
1_5_2013-05-24,19551.089956117667
1_5_2013-05-31,19111.433870620716
1_5_2013-06-07,22211.854914013726
1_5_2013-06-14,20658.21493344275
1_5_2013-06-21,21173.593346541526
1_5_2013-06-28,18050.113345824982
1_5_2013-07-05,19645.652726082077
1_5_2013-07-12,18690.648533729836
1_5_2013-07-19,17852.804704245314
1_5_2013-07-26,16159.071625649183
1_6_2012-11-02,3990.954577808413
1_6_2012-11-09,2987.0182220987895
1_6_2012-11-16,3445.64147799661
1_6_2012-11-23,17805.437688836395
1_6_2012-11-30,11631.44279788643
1_6_2012-12-07,6502.24098070062
1_6_2012-12-14,8483.48236684687
1_6_2012-12-21,16513.560807884674
1_6_2012-12-28,12994.809860717576
1_6_2013-01-04,3149.446459272187
1_6_2013-01-11,2422.2592781630815
1_6_2013-01-18,2378.2716120269442
1_6_2013-01-25,2045.0361803275823
1_6_2013-02-01,3978.2243252458748
1_6_2013-02-08,6008.276949781215
1_6_2013-02-15,4144.829707004836
1_6_2013-02-22,3649.3059458761027
1_6_2013-03-01,4584.8160273715985
1_6_2013-03-08,4219.553638388774
1_6_2013-03-15,3873.0013430390763
1_6_2013-03-22,3356.1875579793104
1_6_2013-03-29,4417.4108287974
1_6_2013-04-05,4483.8546819655885
1_6_2013-04-12,4255.027177630089
1_6_2013-04-19,3616.621740473942
1_6_2013-04-26,3720.8550149054863
1_6_2013-05-03,4783.662767890284
1_6_2013-05-10,3816.7942404941878
1_6_2013-05-17,4837.932965725673
1_6_2013-05-24,4511.899916556889
1_6_2013-05-31,4959.024557991156
1_6_2013-06-07,4480.047651444008
1_6_2013-06-14,4072.5197680359724
1_6_2013-06-21,4393.726498739316
1_6_2013-06-28,4530.702961010738
1_6_2013-07-05,3102.607191327821
1_6_2013-07-12,2831.9618409079662
1_6_2013-07-19,3382.307790518509
1_6_2013-07-26,2912.5643748182715
1_7_2012-11-02,22116.62024376967
1_7_2012-11-09,24405.88738192606
1_7_2012-11-16,22752.482373467374
1_7_2012-11-23,70796.05743639164
1_7_2012-11-30,48107.83393700599
1_7_2012-12-07,45799.47062871331
1_7_2012-12-14,72742.46924435238
1_7_2012-12-21,127036.89880633756
1_7_2012-12-28,86965.44639955308
1_7_2013-01-04,13098.429148944691
1_7_2013-01-11,9752.870847340257
1_7_2013-01-18,10338.156902455423
1_7_2013-01-25,11378.927725553542
1_7_2013-02-01,16045.51442326367
1_7_2013-02-08,19406.07455255914
1_7_2013-02-15,18069.193802666538
1_7_2013-02-22,17479.378926307494
1_7_2013-03-01,17485.726113768043
1_7_2013-03-08,18072.437560666047
1_7_2013-03-15,20067.16797294981
1_7_2013-03-22,18526.119760266796
1_7_2013-03-29,18465.555374551437
1_7_2013-04-05,24428.36701631697
1_7_2013-04-12,21791.494659864224
1_7_2013-04-19,19697.21713006038
1_7_2013-04-26,18865.589050171493
1_7_2013-05-03,21785.642208552796
1_7_2013-05-10,21508.040775991245
1_7_2013-05-17,19700.226592170013
1_7_2013-05-24,28001.059691155187
1_7_2013-05-31,31022.76429361658
1_7_2013-06-07,30723.102751990788
1_7_2013-06-14,27090.688336501025
1_7_2013-06-21,25138.372789554578
1_7_2013-06-28,24140.427761930558
1_7_2013-07-05,25824.59583803821
1_7_2013-07-12,18369.703448311557
1_7_2013-07-19,16786.997701064352
1_7_2013-07-26,16662.231327664955
1_8_2012-11-02,40997.84679929507
1_8_2012-11-09,38754.13509180219
1_8_2012-11-16,38350.832231077664
1_8_2012-11-23,36526.91032863603
1_8_2012-11-30,36200.76591142234
1_8_2012-12-07,37740.216935181765
1_8_2012-12-14,37383.61654125343
1_8_2012-12-21,39773.677256130846
1_8_2012-12-28,34258.21693988915
1_8_2013-01-04,37653.40863883463
1_8_2013-01-11,34949.19935647751
1_8_2013-01-18,35284.66126498498
1_8_2013-01-25,35024.04306236735
1_8_2013-02-01,39496.41056534811
1_8_2013-02-08,38611.093609574025
1_8_2013-02-15,36904.69568188093
1_8_2013-02-22,36430.40263942792
1_8_2013-03-01,40255.310588739296
1_8_2013-03-08,39026.92702779363
1_8_2013-03-15,36347.13871124888
1_8_2013-03-22,35269.72133502682
1_8_2013-03-29,37296.0357975588
1_8_2013-04-05,41567.04253830228
1_8_2013-04-12,37221.07318958393
1_8_2013-04-19,37108.74376530068
1_8_2013-04-26,38406.90807995859
1_8_2013-05-03,40666.15946890816
1_8_2013-05-10,37607.89928667058
1_8_2013-05-17,37549.50319085224
1_8_2013-05-24,36720.92355027073
1_8_2013-05-31,37988.86386768956
1_8_2013-06-07,40343.62826416373
1_8_2013-06-14,37440.39782106275
1_8_2013-06-21,37589.95410363336
1_8_2013-06-28,37782.60119451169
1_8_2013-07-05,41518.64292297336
1_8_2013-07-12,36762.78608531808
1_8_2013-07-19,37457.924567460825
1_8_2013-07-26,37769.16498280643
1_9_2012-11-02,45357.35291357668
1_9_2012-11-09,38183.17603836372
1_9_2012-11-16,33066.821898018876
1_9_2012-11-23,38340.9792529197
1_9_2012-11-30,34079.929932991115
1_9_2012-12-07,28496.301055637265
1_9_2012-12-14,31689.178239547356
1_9_2012-12-21,36793.74233229901
1_9_2012-12-28,32105.443654458017
1_9_2013-01-04,18445.718576703202
1_9_2013-01-11,15790.342108784029
1_9_2013-01-18,13839.439959033594
1_9_2013-01-25,14301.435093796013
1_9_2013-02-01,19515.23395143883
1_9_2013-02-08,20056.29908712414
1_9_2013-02-15,23364.88699299001
1_9_2013-02-22,25689.946598658924
1_9_2013-03-01,31582.241709371785
1_9_2013-03-08,29976.82893878915
1_9_2013-03-15,33747.65144991463
1_9_2013-03-22,32832.14793895202
1_9_2013-03-29,35529.2170651432
1_9_2013-04-05,36972.48116846461
1_9_2013-04-12,31930.924389248634
1_9_2013-04-19,28427.827686389704
1_9_2013-04-26,29810.89537007291
1_9_2013-05-03,32571.021527200486
1_9_2013-05-10,28541.991514052155
1_9_2013-05-17,27404.232043592452
1_9_2013-05-24,29008.335779271103
1_9_2013-05-31,35099.30664008634
1_9_2013-06-07,32698.556845729545
1_9_2013-06-14,29451.218653917163
1_9_2013-06-21,27990.08692849763
1_9_2013-06-28,27566.935946363013
1_9_2013-07-05,30051.60788411445
1_9_2013-07-12,22307.5452239173
1_9_2013-07-19,22398.639599836257
1_9_2013-07-26,23144.76110882708
1_10_2012-11-02,29723.911500088438
1_10_2012-11-09,29638.86386638037
1_10_2012-11-16,28889.625690528985
1_10_2012-11-23,29972.333211210545
1_10_2012-11-30,28381.093636194877
1_10_2012-12-07,29610.96225497726
1_10_2012-12-14,29657.489322141853
1_10_2012-12-21,29646.779313855648
1_10_2012-12-28,28065.886905647763
1_10_2013-01-04,28825.44407057766
1_10_2013-01-11,24959.120509947068
1_10_2013-01-18,25114.059360977335
1_10_2013-01-25,24600.863617791067
1_10_2013-02-01,34101.11689612653
1_10_2013-02-08,36139.730606428
1_10_2013-02-15,38144.15486994099
1_10_2013-02-22,36337.15011016403
1_10_2013-03-01,37911.015729230276
1_10_2013-03-08,35390.76700563783
1_10_2013-03-15,34326.25242952279
1_10_2013-03-22,35153.35835425569
1_10_2013-03-29,40447.73742416467
1_10_2013-04-05,36299.84524570662
1_10_2013-04-12,31182.489575251286
1_10_2013-04-19,31377.218808652735
1_10_2013-04-26,30758.105405171897
1_10_2013-05-03,35330.77877644824
1_10_2013-05-10,33256.45760207372
1_10_2013-05-17,30634.1446713566
1_10_2013-05-24,32426.330917317246
1_10_2013-05-31,33301.941287003094
1_10_2013-06-07,36214.38902930886
1_10_2013-06-14,31688.312829172755
1_10_2013-06-21,31437.105338843838
1_10_2013-06-28,32601.327645114063
1_10_2013-07-05,37056.89984832838
1_10_2013-07-12,31346.037989694014
1_10_2013-07-19,29739.89109312569
1_10_2013-07-26,30630.530186208136
1_11_2012-11-02,26186.035495333526
1_11_2012-11-09,22462.69950508682
1_11_2012-11-16,21539.496354417715
1_11_2012-11-23,28371.49850940947
1_11_2012-11-30,26043.665395406748
1_11_2012-12-07,35612.57532995325
1_11_2012-12-14,29042.99257026278
1_11_2012-12-21,31116.862638621773
1_11_2012-12-28,28762.99513641693
1_11_2013-01-04,24476.24434752091
1_11_2013-01-11,24810.739141467217
1_11_2013-01-18,22007.173291245723
1_11_2013-01-25,20053.855762416104
1_11_2013-02-01,23110.598046663665
1_11_2013-02-08,24409.491857039782
1_11_2013-02-15,24532.503621087395
1_11_2013-02-22,21711.471368788647
1_11_2013-03-01,23150.660395704148
1_11_2013-03-08,23137.39543214509
1_11_2013-03-15,24027.895476119716
1_11_2013-03-22,24172.132578563003
1_11_2013-03-29,24289.176746600082
1_11_2013-04-05,27065.764048118635
1_11_2013-04-12,23511.38456835323
1_11_2013-04-19,22278.829966665424
1_11_2013-04-26,21961.16900916093
1_11_2013-05-03,29228.014120366053
1_11_2013-05-10,27662.451181985736
1_11_2013-05-17,24072.495720973973
1_11_2013-05-24,26827.80390918568
1_11_2013-05-31,34393.25899403288
1_11_2013-06-07,34095.96555962715
1_11_2013-06-14,29441.01398710069
1_11_2013-06-21,28586.440760588586
1_11_2013-06-28,36028.09903215988
1_11_2013-07-05,33884.07453121207
1_11_2013-07-12,26413.59544679007
1_11_2013-07-19,27391.955781847995
1_11_2013-07-26,30555.714606036618
1_12_2012-11-02,9703.23745208284
1_12_2012-11-09,10020.11612094342
1_12_2012-11-16,9202.45983829816
1_12_2012-11-23,8317.60548298989
1_12_2012-11-30,8209.574671000875
1_12_2012-12-07,7778.340526087028
1_12_2012-12-14,7711.9595817753125
1_12_2012-12-21,7951.611186206223
1_12_2012-12-28,7783.438938710737
1_12_2013-01-04,7893.104543696558
1_12_2013-01-11,8036.999089491863
1_12_2013-01-18,8667.880051063576
1_12_2013-01-25,8249.25059020665
1_12_2013-02-01,9161.89528387216
1_12_2013-02-08,9118.42968424733
1_12_2013-02-15,9697.029200109982
1_12_2013-02-22,10940.399161596359
1_12_2013-03-01,11721.050153536007
1_12_2013-03-08,11827.193393854746
1_12_2013-03-15,12039.614818253538
1_12_2013-03-22,11735.328852285571
1_12_2013-03-29,11514.873975334778
1_12_2013-04-05,11445.355397989653
1_12_2013-04-12,11017.810302193628
1_12_2013-04-19,11598.313432804125
1_12_2013-04-26,11760.501789136422
1_12_2013-05-03,12003.180098102728
1_12_2013-05-10,11368.229763213007
1_12_2013-05-17,10794.11944936966
1_12_2013-05-24,11818.149914353915
1_12_2013-05-31,11555.106858454606
1_12_2013-06-07,11641.056742673545
1_12_2013-06-14,10871.16905719336
1_12_2013-06-21,10454.698564728249
1_12_2013-06-28,10954.715631384825
1_12_2013-07-05,11975.766833803204
1_12_2013-07-12,10337.449966259856
1_12_2013-07-19,11635.019186414998
1_12_2013-07-26,11112.989220664082
1_13_2012-11-02,43507.53351389145
1_13_2012-11-09,40229.525103737586
1_13_2012-11-16,38475.30606997942
1_13_2012-11-23,39079.96549468646
1_13_2012-11-30,38600.23657608949
1_13_2012-12-07,41687.33956213882
1_13_2012-12-14,35940.99851527252
1_13_2012-12-21,36944.70881685434
1_13_2012-12-28,36195.51183677291
1_13_2013-01-04,42269.936836514906
1_13_2013-01-11,38211.730406142466
1_13_2013-01-18,37426.550541207165
1_13_2013-01-25,35959.60853191636
1_13_2013-02-01,41994.07355965761
1_13_2013-02-08,41805.730871228094
1_13_2013-02-15,38576.442524632825
1_13_2013-02-22,38868.689304296175
1_13_2013-03-01,42147.73318601426
1_13_2013-03-08,41494.85769636312
1_13_2013-03-15,38514.87202458265
1_13_2013-03-22,38196.30738145984
1_13_2013-03-29,38362.16342111241
1_13_2013-04-05,43696.02494250853
1_13_2013-04-12,38922.04186029613
1_13_2013-04-19,38908.881538056216
1_13_2013-04-26,38807.191523438516
1_13_2013-05-03,43757.097907880474
1_13_2013-05-10,40747.3998865949
1_13_2013-05-17,38429.3009674622
1_13_2013-05-24,38691.161891925556
1_13_2013-05-31,39178.0200725999
1_13_2013-06-07,43197.83853832126
1_13_2013-06-14,38938.057832173974
1_13_2013-06-21,39052.37973073373
1_13_2013-06-28,39117.851404061395
1_13_2013-07-05,43394.44745905617
1_13_2013-07-12,39230.325871811045
1_13_2013-07-19,39274.505502222404
1_13_2013-07-26,38641.871763415
1_14_2012-11-02,13473.0610921416
1_14_2012-11-09,13278.893156836404
1_14_2012-11-16,16952.24125426577
1_14_2012-11-23,40400.326188538915
1_14_2012-11-30,31035.148515427143
1_14_2012-12-07,21812.883751320594
1_14_2012-12-14,25001.82681057562
1_14_2012-12-21,37348.63591528187
1_14_2012-12-28,38187.69548130744
1_14_2013-01-04,14693.110523389229
1_14_2013-01-11,14519.098681764017
1_14_2013-01-18,13455.25914198148
1_14_2013-01-25,12706.224516558952
1_14_2013-02-01,15749.229928841236
1_14_2013-02-08,18174.54168683444
1_14_2013-02-15,19186.042898493462
1_14_2013-02-22,17035.642171927746
1_14_2013-03-01,17786.031223482547
1_14_2013-03-08,16181.463668216824
1_14_2013-03-15,13413.818757248448
1_14_2013-03-22,13017.175024489434
1_14_2013-03-29,14399.467249759518
1_14_2013-04-05,15492.167658979251
1_14_2013-04-12,15006.368929706581
1_14_2013-04-19,14203.85137384021
1_14_2013-04-26,14360.468692899189
1_14_2013-05-03,15626.148803740984
1_14_2013-05-10,15394.778356335722
1_14_2013-05-17,15152.436338082214
1_14_2013-05-24,13752.48590874606
1_14_2013-05-31,14534.971746979856
1_14_2013-06-07,14168.665058793664
1_14_2013-06-14,13812.556256322703
1_14_2013-06-21,13342.6361402685
1_14_2013-06-28,14623.241457554956
1_14_2013-07-05,15912.627688021446
1_14_2013-07-12,13893.249287223805
1_14_2013-07-19,12331.617996270481
1_14_2013-07-26,12350.087626357723
1_16_2012-11-02,6640.431110619057
1_16_2012-11-09,6096.343288209328
1_16_2012-11-16,5353.891652312484
1_16_2012-11-23,8195.649588536167
1_16_2012-11-30,6889.167700237908
1_16_2012-12-07,5153.5540649922505
1_16_2012-12-14,4905.407472995788
1_16_2012-12-21,6093.400843587474
1_16_2012-12-28,6171.199019844946
1_16_2013-01-04,6346.112653197288
1_16_2013-01-11,5923.090716778656
1_16_2013-01-18,6048.119100140019
1_16_2013-01-25,6284.533157625906
1_16_2013-02-01,10324.922718225253
1_16_2013-02-08,12958.442841791868
1_16_2013-02-15,12805.550056761664
1_16_2013-02-22,19982.262693276152
1_16_2013-03-01,29857.845392254236
1_16_2013-03-08,31390.3948707011
1_16_2013-03-15,44097.0294372648
1_16_2013-03-22,44239.154025375676
1_16_2013-03-29,52707.33921606212
1_16_2013-04-05,57926.37514091539
1_16_2013-04-12,52947.32926005111
1_16_2013-04-19,43962.05221441915
1_16_2013-04-26,42388.828236929534
1_16_2013-05-03,43684.806605972764
1_16_2013-05-10,40060.16037120572
1_16_2013-05-17,38217.24427706428
1_16_2013-05-24,41998.17768203984
1_16_2013-05-31,42614.849413375574
1_16_2013-06-07,37455.272072620835
1_16_2013-06-14,34710.962602773296
1_16_2013-06-21,35477.38685708411
1_16_2013-06-28,35963.47995924968
1_16_2013-07-05,39521.4664136863
1_16_2013-07-12,24058.742902720063
1_16_2013-07-19,23911.378022909445
1_16_2013-07-26,22518.97187484129
1_17_2012-11-02,8225.447261633517
1_17_2012-11-09,7935.023167816042
1_17_2012-11-16,9029.985289546052
1_17_2012-11-23,13156.184486407647
1_17_2012-11-30,12123.053577453547
1_17_2012-12-07,10591.618633174086
1_17_2012-12-14,11819.782357464725
1_17_2012-12-21,17193.983768234993
1_17_2012-12-28,13585.493685599547
1_17_2013-01-04,8374.014319915492
1_17_2013-01-11,9006.053141098268
1_17_2013-01-18,7896.309929800147
1_17_2013-01-25,7377.25595102236
1_17_2013-02-01,8696.580693041346
1_17_2013-02-08,10530.743748941855
1_17_2013-02-15,11385.566954396416
1_17_2013-02-22,10188.44903227366
1_17_2013-03-01,10920.779813455885
1_17_2013-03-08,10646.172840254978
1_17_2013-03-15,8617.198359441554
1_17_2013-03-22,8060.456584402456
1_17_2013-03-29,8212.955770821092
1_17_2013-04-05,8697.634981784153
1_17_2013-04-12,7685.549178194922
1_17_2013-04-19,8541.175372508906
1_17_2013-04-26,8037.694727491262
1_17_2013-05-03,8158.426159389532
1_17_2013-05-10,8362.226171737746
1_17_2013-05-17,8825.381010659865
1_17_2013-05-24,7443.880367381804
1_17_2013-05-31,7611.530609534575
1_17_2013-06-07,8420.558795377898
1_17_2013-06-14,7350.691980876125
1_17_2013-06-21,7379.897537846093
1_17_2013-06-28,7849.771538616116
1_17_2013-07-05,8030.989552116951
1_17_2013-07-12,7622.207646135279
1_17_2013-07-19,7747.804737165801
1_17_2013-07-26,8084.282097183746
1_18_2012-11-02,12991.67752836782
1_18_2012-11-09,10220.457614812321
1_18_2012-11-16,13624.259718555562
1_18_2012-11-23,30945.164017455394
1_18_2012-11-30,24531.176661414043
1_18_2012-12-07,45378.07691069115
1_18_2012-12-14,38354.58353984834
1_18_2012-12-21,26397.097714151747
1_18_2012-12-28,24168.96837254658
1_18_2013-01-04,4682.702277479275
1_18_2013-01-11,1930.895786634217
1_18_2013-01-18,1502.3630885001285
1_18_2013-01-25,1827.9555729310537
1_18_2013-02-01,3637.555110244073
1_18_2013-02-08,12585.547156261107
1_18_2013-02-15,27074.15519497439
1_18_2013-02-22,1871.867108135903
1_18_2013-03-01,1287.8038970596813
1_18_2013-03-08,1188.2249861270143
1_18_2013-03-15,1746.2859901327065
1_18_2013-03-22,6571.954312823063
1_18_2013-03-29,3807.3048845225285
1_18_2013-04-05,12690.74295822043
1_18_2013-04-12,5106.081641866463
1_18_2013-04-19,147.61203349705738
1_18_2013-04-26,40.361822413982964
1_18_2013-05-03,6.310991016194066
1_18_2013-05-10,12.500455028786064
1_18_2013-05-17,1.981425716433023
1_18_2013-05-24,4.1685934505494515
1_18_2013-06-07,4.088189095667076
1_18_2013-07-05,3.8734543771845438
1_19_2012-11-02,1236.690162877208
1_19_2012-11-09,1236.778086891923
1_19_2012-11-16,1185.6186603799915
1_19_2012-11-23,1137.957627675616
1_19_2012-11-30,1252.134072315786
1_19_2012-12-07,1559.393595042749
1_19_2012-12-14,1544.752562105571
1_19_2012-12-21,1636.2573820370972
1_19_2012-12-28,1061.9531043523948
1_19_2013-01-04,704.7524439046028
1_19_2013-01-11,757.7694662469407
1_19_2013-01-18,735.915330684483
1_19_2013-01-25,758.708656104179
1_19_2013-02-01,980.5959877254122
1_19_2013-02-08,1053.1694668883065
1_19_2013-02-15,898.180485122102
1_19_2013-02-22,985.5449069101182
1_19_2013-03-01,948.1353744922139
1_19_2013-03-08,1261.1701140690188
1_19_2013-03-15,1190.6709658878335
1_19_2013-03-22,1062.681887630226
1_19_2013-03-29,1048.1861661610983
1_19_2013-04-05,958.498360729714
1_19_2013-04-12,858.1062460893534
1_19_2013-04-19,1064.946699964974
1_19_2013-04-26,752.5083425591572
1_19_2013-05-03,1260.6519432924165
1_19_2013-05-10,1634.3066622721067
1_19_2013-05-17,1440.752685483244
1_19_2013-05-24,1155.1801707628392
1_19_2013-05-31,1112.2820890314993
1_19_2013-06-07,1194.3521268236268
1_19_2013-06-14,1012.4178473479569
1_19_2013-06-21,1041.5149569081173
1_19_2013-06-28,1041.4128837515873
1_19_2013-07-05,1091.0229064707491
1_19_2013-07-12,1008.1325798645303
1_19_2013-07-19,983.8242375250829
1_19_2013-07-26,1022.7541750069718
1_20_2012-11-02,3132.9088777606557
1_20_2012-11-09,3094.7170052298397
1_20_2012-11-16,3135.1153460414007
1_20_2012-11-23,4994.676312527644
1_20_2012-11-30,3518.241415108152
1_20_2012-12-07,3076.4026967862
1_20_2012-12-14,3412.4376140891036
1_20_2012-12-21,4301.116008196806
1_20_2012-12-28,4420.088463348638
1_20_2013-01-04,3751.659388275256
1_20_2013-01-11,4068.6378280044482
1_20_2013-01-18,3921.6358495481354
1_20_2013-01-25,3506.483120263002
1_20_2013-02-01,4411.285074760321
1_20_2013-02-08,5227.831741569179
1_20_2013-02-15,4919.482967807966
1_20_2013-02-22,4614.892390688339
1_20_2013-03-01,5331.600094510315
1_20_2013-03-08,6044.810282831909
1_20_2013-03-15,4651.464829689427
1_20_2013-03-22,4250.194739549242
1_20_2013-03-29,4663.7180802583325
1_20_2013-04-05,4076.670602500122
1_20_2013-04-12,3838.4251146444312
1_20_2013-04-19,4157.01781922519
1_20_2013-04-26,4454.536791708474
1_20_2013-05-03,4569.81682183537
1_20_2013-05-10,4641.329575096975
1_20_2013-05-17,4921.634735505619
1_20_2013-05-24,4555.5369265430545
1_20_2013-05-31,4796.544317325886
1_20_2013-06-07,5074.096090695519
1_20_2013-06-14,4258.256321825449
1_20_2013-06-21,4839.050800895992
1_20_2013-06-28,4774.52250010359
1_20_2013-07-05,5270.194171025566
1_20_2013-07-12,4152.947989399451
1_20_2013-07-19,4489.662283310628
